word,syllables
mitral valve,2
ml,2
mobilization,5
moderate breeze,3
moderate gale,3
modern english,3
molester,3
mollycoddler,4
monas,2
monetary unit,5
monetization,5
monomaniac,5
monopoliser,5
montesquieu,3
moocher,2
moonflower,3
morality play,4
moray firth,2
morris dance,2
mortal sin,2
morton,2
mother superior,5
mother tongue,2
motion study,3
motional,3
motorbus,3
motorcoach,3
motorised,3
mountain devil,3
mounted,2
mourning dove,2
moustache cup,2
mozambique channel,4
muckraker,3
mud dauber,2
mule skinner,2
multiflora rose,4
multiple star,3
multistorey,4
mumbler,2
municipally,5
muscae volitantes,5
musher,2
mushroom cloud,2
musicalness,4
mustached,2
mutational,4
mutilated,4
mutton chop,2
muttonhead,3
mutual savings bank,4
mystification,5
mystifier,4
nad,1
nagasaki,4
nail polish,2
national debt,3
national guard,3
naughtily,3
naughtiness,3
negativity,5
nelumbo,3
nemea,3
netlike,2
neutron bomb,2
newlywed,3
news agency,3
nijmegen,3
nitrous acid,3
no-go area,4
noctambulism,4
noctuid,3
noisily,3
noisiness,3
nonadjacent,4
nonbearing,3
noncontagious,4
nondenominational,7
nondisposable,5
nonfissionable,5
noninheritable,6
nonlinear,4
nonliterary,5
nonparallel,4
nonpersonal,4
nonplused,2
nonpublic,3
nonreader,3
nonresilient,5
nonsegregated,5
nonstick,2
nonterritorial,6
norepinephrine,5
norfolk jacket,3
normal curve,2
normal distribution,5
north america,4
north germanic,3
north korea,3
note value,2
nucha,2
nuclear power,4
nusa tenggara,4
obscurantist,4
observably,4
obstreperously,5
obstructively,4
obviating,4
obviousness,4
occasions,3
offender,3
oil of turpentine,3
oink,1
old boy network,2
olla podrida,4
omayyad,3
one-off,2
oneida,3
opera glasses,4
opinion poll,3
optic disc,2
optical glass,3
optimise,3
optimistically,6
order arms,2
order paper,3
ordnance survey,3
oregon grape,3
organisational,6
organismal,4
orleanism,4
ortega y gasset,4
orthoptera,4
ossiferous,4
ostensibly,4
ottawa,3
outrageously,4
outspokenly,4
ovariectomy,6
oven-ready,4
overjealous,4
overprotect,4
overserious,5
overweight,3
overworking,4
oxidised,3
p-n junction,3
painstakingly,4
painstakingness,4
palm sunday,2
palmitic acid,4
palpation,3
palpatory,4
panchen lama,3
panoramic sight,4
pantothenic acid,5
paper mulberry,4
papua new guinea,4
paraffin wax,3
parasiticidal,6
parchisi,3
parity check,3
particularised,5
passing note,2
passion fruit,2
past master,2
pavage,2
pavise,2
pax romana,3
peepshow,2
peevishly,3
penalization,5
pennsylvania dutch,5
pennycress,3
per annum,2
perambulating,5
perceptibility,6
performer,3
performing arts,3
peridium,4
periodic table,5
perpetration,4
peruvian bark,4
pesterer,3
petroleum jelly,5
pfalz,1
philanthropically,6
philistinism,4
philosophic,4
photoflood,3
phrenitis,3
phthalic anhydride,4
physiatrics,4
physical anthropology,7
physical geography,6
picturing,3
pig iron,2
piggy bank,2
pillar box,2
pindar,2
pipal,2
piquancy,3
pisiform,3
placental,3
plasma membrane,3
plaster of paris,3
player piano,4
playfulness,3
playschool,2
pleasantness,3
plymouth rock,2
pocket billiards,3
pocket money,3
pocket mouse,2
podiatrist,4
poetizer,4
pointedly,3
polemically,5
polish off,2
polished,2
pollen count,2
polyphonous,4
pony express,3
popular music,4
popularization,6
positional,4
poster paint,2
postganglionic,5
postmaster general,5
pot liquor,2
potential difference,5
potently,3
powder metallurgy,5
power pack,2
prairie dog,2
prancer,2
praxis,2
precious coral,3
predication,4
preferred,2
preferred stock,2
pressure cooker,3
prickly poppy,3
prima donna,3
printer's devil,3
procrastination,5
proctorship,3
procurement,3
procurer,3
profiling,3
programming,3
promenade deck,3
promptly,2
promulgator,4
proofreader,3
proper fraction,3
properness,3
proprietorship,5
proteinuria,5
provisioner,4
pteridologist,5
pto,2
public domain,3
public school,2
publicized,3
pushiness,3
pyjama,3
pyramidic,4
qaddafi,3
quaker gun,2
qualifying,4
quarterlight,3
queen regent,2
quezon city,3
quiescency,4
qum,1
quoits,1
raccoon dog,2
radiant energy,5
radiocarbon dating,6
radiochemist,5
ranter,2
rapid eye movement,3
rapidly,3
rasht,1
rates,1
rattail,2
rattlesnake plantain,4
ravelling,3
razor-billed auk,3
reallotment,4
recco,2
recommencement,4
reconciler,4
reconvict,3
rectification,5
rectified,3
recurrent fever,4
red pepper,2
red salmon,2
redding,2
redford,2
referenced,3
refit,2
refractive index,4
refreshen,3
refueling,4
refutable,4
refuter,3
regiomontanus,6
regulative,4
reharmonize,4
reheat,2
reimposition,5
relative atomic mass,5
relief map,2
remonstration,4
rep,1
repeatable,4
repellingly,4
republican party,5
res adjudicata,5
res ipsa loquitur,4
res publica,3
reseed,2
resettlement,4
resonating,4
restorer,3
revealed religion,4
reverberative,5
reversibly,4
revised version,3
revitalised,4
revitalized,4
revolutionary calendar,8
rhodesia,3
rhyme royal,2
rice paper,2
ricin,2
rickettsial,4
ridgel,2
rightfulness,3
ring finger,2
riot act,2
rip van winkle,2
road agent,2
rock garden,2
rocky mountains,3
roller towel,3
roman catholic,4
romanticistic,5
rooftree,2
rooming house,2
rose acacia,3
rotting,2
rower,2
rowing boat,2
royal academy,5
royal road,2
rpm,1
rudeness,2
rugby football,3
runch,1
runcible spoon,3
rushmore,2
russian roulette,3
sable antelope,4
saddhu,2
sagging,2
saint christopher,3
saint elmo's fire,2
saltiness,3
salvager,3
sambre,2
san francisco,3
sanctimoniously,6
sandgrouse,2
sanitary towel,5
sapience,3
saratov,3
satiation,4
satisfyingly,5
sausage roll,2
savvy,2
scandalously,4
scantily,3
scarceness,2
scauper,2
schlemiel,2
schnaps,1
scholia,3
schoolcraft,2
scotch terrier,3
scrappily,3
scrawniness,3
scrubbing,2
scudding,2
scurvily,3
sea lily,2
sea power,2
seafront,2
sealing wax,2
seaworthiness,4
sebastopol,4
second empire,3
second lieutenant,4
second thought,2
second-degree burn,4
secondary cell,4
secondary school,4
seconder,3
secret police,3
sectionalization,6
seed money,2
seediness,3
seeland,2
self-enclosed,3
self-restraining,4
self-supporting,4
semiparasite,5
sensibleness,4
sentry box,2
sequencer,3
serialism,4
servicing,3
settle down,2
seville orange,3
shaggy cap,2
shakable,3
shakeable,3
shaking palsy,3
sharp-sightedness,4
shavuot,3
sheep's sorrel,2
shelver,2
shem,1
shiftily,3
shiftiness,3
shiloh,2
shipping clerk,2
shitting,2
shock therapy,3
shorthand typist,3
shrewdness,2
shrewishly,3
shrillness,2
shrinking,2
shutdown,2
sickle medick,3
siddhartha,3
sideslip,2
sightsee,2
sign away,2
signified,3
signior,2
sild,1
silver age,2
silver iodide,4
silver lining,3
simhath torah,3
similarly,4
single tax,2
singularise,4
sissyish,3
skillfully,3
slackness,2
slangily,3
sleeping draught,2
sleeping partner,3
sliding scale,2
sloping,2
slosh,1
sloshed,1
slothfulness,3
slumberer,3
small intestine,3
small letter,2
smirker,2
smoking room,2
sniffler,2
snootily,3
sobbingly,3
sociableness,4
socialisation,5
society of friends,4
sodium bicarbonate,6
solleret,3
solvation,3
solvay process,3
solver,2
sonic depth finder,3
sou,1
soulfully,3
soulfulness,3
soup kitchen,2
source program,2
sourly,2
southeastern,3
southern lights,2
space writer,2
spanish fly,2
spanish inquisition,5
spanish sahara,4
sparingly,3
spark transmitter,3
sparring,2
sparrow hawk,2
sparta,2
specific gravity,5
speediness,3
spending,2
spewer,2
sphenodon,3
spherical geometry,6
spike lavender,3
spindle tree,2
spindle-legged,4
spinsterhood,3
spiritualization,7
spit and polish,2
splicer,2
splintery,3
split ticket,2
spodumene,3
sprucely,2
square bracket,2
squareness,2
squirrel corn,2
squirter,2
stainable,3
staleness,2
standard cell,2
standardization,5
starless,2
state socialism,3
state's evidence,3
statehouse,2
states general,3
statesmanly,3
statutory rape,4
steel engraving,3
sterling silver,3
stilboestrol,3
stingless,2
stinking smut,2
stirrup cup,2
stitcher,2
stomach pump,2
stop payment,2
storage device,3
stp,1
strawberry mark,3
stretchability,5
stridence,2
stroking,2
stubbled,2
stubbornly,3
studio couch,3
subartesian,4
subheading,3
substantiative,5
substitution,4
subunit,3
suffusion,3
suitably,3
sulphuric acid,4
summarization,5
superciliously,6
supererogatory,7
supernaturally,6
supplier,3
suppositional,5
supreme being,3
supreme court,2
surgical spirit,4
surgically,4
surpassingly,4
surpliced,2
surrenderer,4
sussex,2
sustaining program,4
swamp buggy,2
swearer,2
swearing,2
sweden,2
swedish massage,3
swedish mile,2
sweet cherry,2
sweet cicely,3
sweet cider,2
swivet,2
swordlike,2
sylphlike,2
symons,2
sympathiser,4
symphonic poem,4
synchronised,3
synthetic rubber,4
systematiser,5
systems analysis,5
tableau vivant,3
taciturnly,4
tailor's chalk,2
taloned,2
tannish,2
tantalising,4
tape recorder,3
target language,3
tati,2
tattily,3
tauten,2
taxonomist,4
taxpaying,3
tearfully,3
teddy bear,2
telepathize,4
tell apart,2
tellus,2
tempest-tost,3
temporizer,4
tempter,2
tenant farmer,3
tenthly,2
term insurance,3
terra firma,3
tewkesbury,3
thaumaturge,3
theistical,4
therapeutical,5
thermionic emission,6
third-degree burn,3
three-dimensional,5
thromboembolism,5
thyroid gland,2
thyroid-stimulating hormone,7
tibial,3
tick fever,2
tide over,2
tigon,2
time sharing,2
time signal,2
tin pan alley,2
titanic oxide,4
titivation,4
title deed,2
title page,2
title role,2
tobago,3
toggle switch,2
toilet water,3
toilsomeness,3
tonguelike,2
tonic accent,3
toothache tree,2
topological space,5
torreon,3
totalise,3
totterer,3
touch system,2
touchily,3
tout ensemble,3
tra-la,2
traffic circle,3
traffic island,3
trainbearer,3
transdermic,3
transposable,4
transylvanian alps,5
travelable,4
traverser,3
treasured,2
treasury note,3
treelike,2
trickiness,3
trifler,2
trigeminal nerve,4
trochlear nerve,3
trotsky,2
trustiness,3
tsaritsa,3
tsk,1
tues,1
tugela,3
tuileries,3
tungsten steel,2
turbulency,4
turkey buzzard,3
turkey oak,2
tutti-frutti,4
twat,1
tympani,3
type specimen,3
tyrian purple,4
tyrol,2
ugli,2
ulcerated,4
umbilical cord,4
unaccepted,4
unadoptable,5
unalarming,4
unalterably,5
unappealing,4
unattired,3
unavoidability,7
unawed,2
unbalconied,4
unbigoted,4
unblended,3
unblinkingly,4
uncamphorated,5
uncarved,2
uncombable,4
uncomparable,5
unconfused,3
unconsciousness,4
uncordial,3
uncorrectable,5
uncorrected,4
uncultivatable,6
uncurving,3
undersoil,3
understandability,7
undeterminable,6
undoable,4
unedifying,5
unencouraging,5
unenergetically,7
unentitled,4
unethical,4
unevenness,4
unexceeded,4
unexploded,4
unfilmed,2
unhopeful,3
unhurriedness,4
unidentifiable,7
unimprisoned,4
uninsurability,7
united arab emirates,6
united kingdom,4
unjustly,3
unjustness,3
unlabeled,3
unlocated,4
unmarred,2
unmated,3
unmedicinal,5
unmodernised,4
unneighborly,4
unorganised,4
unoxygenated,6
unpigmented,4
unpriestly,3
unprocessed,3
unproven,3
unprovocative,5
unpublishable,5
unraveler,4
unrealised,4
unreflected,4
unsatiable,5
unsheared,2
unsoundable,4
unstilted,3
unsufferable,5
unsyllabled,4
untechnical,4
untended,3
unthawed,2
untruthfulness,4
unvitrified,4
unwebbed,2
unwieldiness,4
unwontedly,4
upland cotton,3
urbanised,3
urea-formaldehyde resin,8
utility man,4
vacillating,4
vacuum pump,3
valle d'aosta,4
vampire bat,2
vanadate,3
vanzetti,3
variety meat,4
vaticinator,5
vector product,3
vegetable wax,4
veinal,2
venerator,4
verbaliser,4
verbally,3
verificatory,6
vermiform appendix,5
versailles,2
very reverend,4
vested interest,4
vesuvian,4
vibrational,4
vicious circle,3
victoria falls,4
victuals,2
viola da gamba,4
visible speech,3
visualizer,5
vital statistics,4
vitamin b,3
vitamin d,3
vitamin e,3
volitional,4
voltaic cell,3
voluted,3
vowel point,2
vulcanization,5
vulgariser,4
wahabi,3
wailer,2
waiting room,2
washing powder,3
wassailer,3
water ice,2
water mill,2
water snake,2
water witch,2
watering can,3
watering place,3
waterweed,3
wave number,2
waxlike,2
weak interaction,4
weblike,2
weightlessness,3
weimar,2
wellbeing,3
welsh terrier,3
weser,2
west sussex,2
wetting,2
wetting agent,3
whalebone whale,2
wheel and axle,2
whispering campaign,4
white elephant,3
widow's peak,2
wigless,2
william i,2
william iv,2
wilson's snipe,2
windsock,2
wing loading,2
winston-salem,4
wireless telephone,4
withdrawnness,3
withholder,3
wittingly,3
wolf spider,2
wood alcohol,3
wooden spoon,2
worcester sauce,2
working party,3
worldliness,3
worm lizard,2
wormlike,2
worthily,3
worthlessness,3
wrinkleless,3
writhing,2
wsw,1
wycliffe,2
wyvern,2
yahveh,2
yakut,2
yana,2
yashmac,2
yellow bile,2
yellow spot,2
yellow-dog contract,4
yellowstone national park,5
yhvh,1
youth hostel,2
youthfully,3
yuman,2
zabaglione,4
zapotec,3
zebra finch,2
zend-avesta,4
zero in,2
zinc oxide,2
zoysia,3
zuider zee,2
zygomatic bone,4
concinnated,4
concocter,3
concretively,4
concussive,3
condensational,5
condimental,4
conductorship,4
conferrable,4
confessingly,3
congealable,4
congestible,4
congii,3
conglutinating,5
conglutinative,5
congresswomen,4
conjunction-reduction,6
conjunctional,4
conjunctionally,5
conjugator,4
connemara,4
connubiality,6
consciencelessness,4
consocies,3
consociating,5
constitutional psychology,9
constitutor,4
construable,4
consubstantiating,6
consular agent,5
containable,4
contemnibly,4
conterminal,4
continualness,5
contortioned,3
contradicter,4
contraindicating,6
contrapletal,4
contravener,4
contravening,4
contusing,3
convened,2
convenable,4
conversazioni,5
conveyorization,6
convolluses,4
cookies,2
coolgardie safe,4
coombe,1
cooeeing,3
coppiced,2
cork cambium,4
corn factor,3
corniest,3
corbel out,3
cornetti,3
cornelis,3
cornuting,3
coronetlike,4
corporational,5
corrading,3
correctible,4
corroborating,5
corroder,3
corruptively,4
corsetry,3
corsetior corsetier,6
corticated,4
corynebacterial,7
costliest,3
cosmically,4
cossie,2
count against,3
council school,3
counsellable,4
counter-revolutionary,8
counterboring,4
countersunk,3
countenancer,4
country rock,3
court of appeal,4
courteney,2
courantyne,3
courteousness,4
courtezan,3
covert coat,3
cowlike,2
coyish,2
codex juris canonici,8
coeditorship,5
coercing,3
coercive force,4
colonialised,5
cooperative bank,6
coprecipitation,6
coremia,4
coperationist,7
coptation,5
crabbedly,3
crabbiest,3
craftier,3
craggiest,3
crankier,3
crankness,2
crazing,2
craniums,3
creasiest,3
creditability,6
creditorship,4
creedlessness,3
crenellating,4
creuse,1
crewelist,3
creatable,4
creational,4
crethes,4
crimpier,3
crimpness,2
crimination,4
crinire,3
crinkliest,3
crippen,2
cristated,3
criticastry,4
croakier,3
crossable,3
crossfertilizafiling,7
crosshatcher,3
crosstied,2
croupily,3
crowingly,3
crudding,2
cruder,2
crustiest,3
crustless,2
crucifier,4
cryptozygy,4
crystal form,3
cts,1
cub reporter,4
cuckooed,2
cudgerie,3
cui bono,3
cultish,2
culloden,3
culture vulture,4
curling tongs,3
curvedness,3
cursoriness,4
curtail step,3
curtain speech,3
cushionless,3
cushionlike,3
cuing,2
cuman,4
curetted,3
curs,3
cymbaleer,3
cymbaler,3
cystomas,3
cycadlike,3
cyclized,2
cyclopaedist,4
cytotrophoblastic,6
cndido,4
cmon,2
csel,2
d's,1
d/a,1
d/o,1
da capo,3
dailiness,3
dallying,3
damningly,3
damageability,6
damager,3
danan,4
dandification,5
dangerless,3
darwinistic,4
dawson creek,3
daylight robbery,5
dadaistically,6
dakin's solution,5
daln,3
darin,3
data set,3
dbl,1
de broglie waves,4
de-stalinizing,5
dear john letter,4
deathlessness,3
decimalized,4
decimating,4
dedicational,5
deedless,2
def,1
definitized,4
definitizing,5
deflagrable,4
degradative,4
delegit,3
delsarte system,4
demibastioned,4
denims,2
dentalizing,4
dentiled,2
depth of focus,4
depredated,4
depurated,4
deputyship,4
dermatozoa,5
dermatozon,6
desecrater,4
desolateness,4
desolating,4
detonated,4
detonating,4
deutschemark,3
devilling,3
dexterousness,4
deactivator,5
deacetylated,6
dearate,5
debarred,2
decapitating,5
decarbonating,5
decarburising,5
decasualised,5
deceasing,3
decencies,3
decliner,3
decollated,4
decoupling,3
decurrency,4
deescalating,5
defectible,4
defeminised,4
defeminization,6
deflationary gap,6
deflocculating,5
degenerately,5
degenerated,5
deglutination,5
degradable,4
degreeless,3
degummed,2
dehumidification,7
delated,3
deleted,3
delian league,4
delocalising,5
demasculinnised,5
demilitarizing,6
demineralized,5
demineralizing,6
demisability,6
democratised,4
demonising,4
demonologically,7
demulsified,4
demurer,3
denaturalised,5
denationalised,5
denationalising,6
denazifying,5
denoting,3
deoxycortone,5
deoxygenization,7
depersonalized,5
depicturing,4
depletive,3
deponed,2
depolariser,5
depriving,3
deranging,3
derogatoriness,6
desai,2
descaled,2
descaling,3
describably,4
desiderated,5
desistance,3
despairfulness,4
despisable,4
desulfurated,5
desulphurising,5
desulphurizing,5
dethroning,3
detoxicating,5
detoxicator,5
devaluating,5
devitrifying,5
deviated,4
devolved,2
devouringly,4
demphasis,5
dephobus,5
dhodheknisos,5
dictatingly,4
dieing,2
diff,1
diggers,2
dildoe,2
dimerism,3
dimissorial,5
dintless,2
diphtherial,4
dirtied,2
dist,1
disaffectedly,5
disabusing,4
disbarring,3
disbudding,3
disburdenment,4
discased,2
discernableness,5
disconnectiveness,5
discreation,4
disengaging,4
disentombment,4
disguising,3
dishabituating,6
disillusionizer,6
disillusionizing,6
disinhumed,3
disjasket,3
diskrs,3
dismal swamp,3
dismountable,4
disnaturing,4
disorientating,6
dispensational,5
dispeoplement,4
disploded,3
disprizing,3
disproportionably,6
disqualifiable,6
disrupter,3
disseising,3
disseisee,3
dissimilated,5
disspreading,3
distancing,3
distant early warning,6
distender,3
distinguisher,4
distortedly,4
distributing,4
div,1
divinized,3
divvied,2
diabolizing,5
dialed,2
diabasic,4
dialysing,4
dialyzability,7
dialyzing,4
diapausing,4
diapente,4
diaristic,4
diazonium salt,6
dicasteries,4
dicrotal,3
digresser,3
dina,2
dinitrogen tetroxide,7
dioptral,3
diphenylhydantoin sodium,10
diphycercal,4
diplegic,3
diplomaed,3
divagating,4
divertedly,4
dividedness,4
divulsing,3
divulgated,4
doater,2
doctorless,3
doggiest,3
dogmatizer,4
dollies,2
dollying,3
dominant wavelength,5
donatistical,5
donnert,2
dortiness,3
dotier,3
dottiest,3
doughier,3
douschka,2
douay,2
double exposure,5
double-blind,3
downier,3
downward mobility,6
dozier,3
doziness,3
docentship,3
dolomitised,4
drabbing,2
drake passage,3
drakefly,2
draughtily,3
draperies,3
dreadness,2
dressings,2
driveler,3
drivellingly,4
dromedaries,4
droughtiness,3
drudger,2
drury lane,3
dtl,1
duchies,2
duckies,2
dues,1
dungas,2
dual monarchy,5
dubitably,4
duecentist,4
duing,2
duos,2
duplicate bridge,4
dutiability,5
duvetyne,3
dysenteric,4
dyer's-greenweed,4
dynamitically,6
dynamogenic,5
dynatron oscillator,7
dyula,3
dcoupage,4
dsire,5
drer,2
dnitz,2
earthliness,3
ebonised,3
ebonising,4
ecowas,1
ecclesiae,4
ecospecific,5
eddas,2
edgar atheling,5
editorialized,6
effacing,3
effectuating,5
effeminising,5
effeminized,4
effeminizing,5
effervescingly,5
effervescible,5
eggless,2
el aaiun,3
el gza,3
elbruz,2
elevatingly,5
ellipticalness,5
emp,1
emptier,3
emptily,3
emblematised,4
embrocated,4
embrued,2
embryulci,4
emigrative,4
empaling,3
empathizing,4
employability,6
english bond,3
englishman's tie,4
encastr,4
enchased,2
enchaser,3
enclitically,5
encyclopaecical,6
endower,3
endocranial,5
endued,2
engenderer,4
enlighteningly,5
ennobler,3
ennuys,4
ensheathed,2
ensilability,6
ensnarement,3
ensnarer,3
entangleable,5
entanglingly,4
enthroning,3
entomologizing,6
entr,2
entrainer,3
entrancingly,4
entre-deux-mers,3
enveloper,4
envisagement,4
envisaging,4
enzotically,7
ephebea,4
epidemically,6
epigean,4
epiglottic,4
epigrammatised,5
epiphyllous,4
epop,3
equability,5
eric the red,4
ermanaric,4
error of closure,5
erythrismal,4
escape road,3
escargotire,5
escoffier,3
escutcheoned,3
essentializing,5
ethicality,5
ethlyn,2
ethnobotany,5
etym,1
etrog,2
etymologizable,7
eulogiums,4
eulogization,5
eunuchised,3
euphemiser,4
euphonicalness,5
euploid,2
europeanising,6
eustatically,5
evelina,4
evolutionistic,6
excavating,4
exceptionality,6
exceptionably,5
excitedness,4
excludable,4
excogitated,5
exemptive,3
exemplarily,5
exemplified,4
exemplifier,5
exenterated,5
exenterating,5
exercised,3
execrating,4
exegetist,4
exhaustingly,4
exhalent,3
exhilaratingly,6
exothermically,6
expansionary,5
expecter,3
expellable,4
experimentalize,6
expediter,4
experiencing,5
experientialist,6
expiational,5
expiator,4
explemental,4
exposing,3
expostulating,5
expressless,3
expression mark,4
expressional,4
exsection,3
externalized,4
extortive,3
extravagating,5
extremer,3
extrorsal,3
extruder,3
exuberancy,5
eyeletting,3
eclipsed,2
eclipsing,3
ecocide,3
egyptianization,6
elaborator,5
elastically,5
electrocardiographically,10
electrokinetic,6
electrolyzing,5
electroneutrality,7
electrotyped,4
electrotyper,5
eleia,3
eliminative,5
emarginated,5
emollience,3
emulsifiability,8
enamelled,3
enameler,4
enolized,3
enucleating,5
ephemerae,4
epistolist,4
equalling,3
equi-np-deletion,5
equilibrating,5
equilibristic,5
equipper,3
eruptible,4
eruptively,4
eternal triangle,6
etherealizing,6
evangeliaries,6
evangelised,4
evangelising,5
evangelizer,5
eventuation,5
evictor,3
evil-mindedly,5
evil-mindedness,5
evolved,2
factionalism,4
factorable,4
fadging,2
faff,1
faintish,2
fairies,2
fairylike,3
fainaigued,2
fakeries,3
faking,2
fal-lalishly,3
falsified,3
falsifiability,7
fam,1
fameless,2
faming,2
familyish,4
fangless,2
fankle,2
fantasmagoric,5
faradiser,4
farceuses,3
farcicality,5
farquhar islands,4
fast-breeder reactor,6
fastigia,4
fathomer,3
fattener,3
fatter,2
fattishness,3
fattiest,3
fattily,3
fawningly,3
facetely,3
facilitated,5
fatiguing,3
favorer,3
favouredness,3
fary,4
fec,1
federalistic,5
federalness,4
feedable,3
feeing,2
feigner,2
feldschar,2
fellmongering,4
felling,2
fellowshipped,3
fenestellae,4
feoffment,2
ferghana,3
ferrari,3
ferrotyped,3
fertilised,3
fertilising,4
fertilized,3
fertrozirconium,6
feydeau,2
felicitated,5
fibular,3
fidgeter,3
fidging,2
fiddlededee,4
fiercest,2
fifth republic,4
fighting fish,3
figure on,3
fiking,2
filmily,3
filthier,3
filip,2
finicality,5
finiking,3
finless,2
fioriture,4
fire raiser,3
fireless cooker,4
first refusal,4
first republic,4
fishless,2
fissured,2
fissuring,3
five-o'clock shadow,4
fixin's,2
fiacres,3
fibreless,3
fidus achates,5
flakily,3
flamer,2
flancard,2
flash photolysis,5
flatette,2
flauntier,3
flavobacteria,6
flecky,2
fleeciness,3
fleshier,3
fletchings,2
flexional,3
flintiness,3
flinders bar,3
flitted,2
floatability,5
floatier,3
flocculency,4
floodlike,2
florance,2
flourless,2
floweriness,4
flowingly,3
flowingness,3
floriculturally,6
fluffily,3
flutelike,2
fluxionally,4
fluxionary,4
fluidising,4
foamier,3
foc,1
folkloristic,4
footnoted,3
foreboder,3
foredated,3
foredating,3
foredoing,3
forefeeling,3
forejudging,3
foreknowable,4
forerunning,3
foreseeability,6
foresightedly,4
foraged,2
forgetter,3
forjudged,2
formalizer,4
formicaries,4
formicaria,5
formularising,5
formulating,4
formulaically,6
formulised,3
formulizing,4
formulization,5
fortune-hunter,4
forward roll,3
fourragre,4
focalizing,4
folios,3
foraminous,4
fragmentizing,4
frameless,2
franchised,2
franco-provenal,6
frapping,2
fraudfully,3
free company,4
freezadried,3
freightless,2
frenchification,5
friskingly,3
friskier,3
fritterer,3
fritting,2
frivoler,3
friar minor,4
frogfishes,3
froggier,3
frondescent,3
frostbit,2
frostburg,2
frouzier,3
frowstier,3
frowzily,3
fth,1
fulminating,4
furzier,3
furziest,3
furbisher,3
furriness,3
furrowy,3
fuselike,2
fut,1
fuzziest,3
fuzzily,3
fuzing,2
fuad i,3
fueler,3
fushun,2
futuristically,6
gadsden purchase,4
gaging,2
gainsaid,2
galleylike,3
galliccally,4
gallinulelike,4
gallivanter,4
gallow tree,3
gallows humour,4
galopade,3
galvanized,3
gamboled,2
gamiest,3
gangbang,2
gangrening,3
garca lorca,5
gardenless,3
garroted,3
gaspard,2
gastrocnemial,5
gastrologist,4
gastrodermal,4
gastrular,3
gauziest,3
gawsie,2
gay gordons,3
gazankulu,4
gazer,2
gabelled,2
garotter,3
gazetting,3
gbg,1
gdr,1
geckos,2
geitonogamous,5
gelligaer,3
general synod,5
generalizing,5
gennet,2
gentlemanliness,5
gentlemen-commoners,6
georgics,2
german ocean,4
germanizer,4
germanophil,4
germina,3
gerodontia,4
gerri,2
gelatinised,4
gelatinizer,5
gelatinization,6
gemaric,3
generical,4
geologized,4
geometrizing,5
geocentrically,6
geochronologist,6
geographical determinism,9
geomantically,6
geotactically,6
gharri,2
ghostwritten,3
gierek,2
gift-wrapper,3
giggle house,3
gigglier,3
gipping,2
gipsyesque,3
gipsyism,3
girderless,3
gladbeck,2
glairier,3
glancingly,3
glareless,2
glazily,3
gladii,3
glided,2
globulous,3
glossematic,4
glossography,4
globous,2
gloried,2
glumpier,3
gluing,2
gluiest,3
glycolytically,6
glycopexia,5
gnarlier,3
gneissic,2
gnomically,4
godded,2
godding,2
gold certificate,5
golden goose,3
gongola,3
gonorrheal,4
gonorrhoeic,4
gonopore,3
good evening,3
good king henry,4
good-temperedly,4
goofiest,3
goosegob,2
goriness,3
gothicized,3
gouging,2
goutily,3
goyish,2
gonidia,4
graded post,3
gradualist,4
grampuses,3
gran cassa,3
grangerization,5
grantable,3
granodiorite,5
grapple plant,3
grassiest,3
grated,2
gracias,3
graduses,3
gramont,2
great council,3
great yarmouth,3
greetingless,3
grenadierial,5
grendel,2
gretta,2
grewsomely,3
grecised,2
griffinhood,3
griffinish,3
grilses,2
grimacer,3
grimacing,3
gripingly,3
grippiest,3
grislier,3
grittiest,3
grittily,3
grittiness,3
groomish,2
gros de londres,4
groundwards,2
grouseless,2
groutiest,3
groveless,2
grysbok,2
grtry,3
gtc,1
guantnamo,4
guaranteed,3
guarantied,3
guarantying,4
guelf,1
guidebooky,3
gulflike,2
gulfy,2
gullability,5
gullied,2
gullibly,3
guns,1
gunfighting,3
gunmanship,3
guntur,2
gustativeness,4
gutlike,2
guttersnipish,4
gutting,2
gutt,3
gwent,1
gwendolynne,3
gymnospermism,4
gypper,2
gypseian,3
gynecocrat,4
gyroscopics,4
hack hammer,3
hackler,2
haemocoel,3
hailwood,2
haidar ali,4
half-corrected,4
half-drowning,3
half-fulfilled,3
half-hypnotized,4
half-intoned,3
half-minded,3
half-oxidized,4
half-playful,3
half-regained,3
half-ripened,3
half-roasted,3
half-whispered,3
half-wittedly,4
halcyonian,5
hamperedly,3
hamulate,3
handfastfeeding,4
handlike,2
handsewing,3
hanging valley,4
hankerer,3
hanratty,3
happen by,3
happy hunting ground,5
hard labour,3
hardenable,4
hardfistedness,4
harelipped,2
harborside,3
hardicanute,4
haring,2
harmotho,5
harney peak,3
harpoonlike,3
hastier,3
hastiest,3
hassan ii,3
hatchelled,2
hatcheling,3
hatemongering,4
hatting,2
havocking,3
hawknosed,2
hazard warning device,6
hazarder,3
habitu,5
halala,3
hali,2
halvy,3
haranguing,3
haroset,3
headwards,2
heapy,2
hearthless,2
heaveless,2
heavenless,3
heavenwardness,4
hecatean,4
hectogramme,3
hedgier,3
heezing,2
heightener,3
hekhshers,2
helpable,3
helens,2
hellenistically,6
helsingo,3
hemming,2
hemstitcher,3
hengest,2
heptahydrated,5
herp,1
herstmonceux,3
heracleidae,4
heraklean,4
